crop,landuse,osm_id,area_ha,width_core_pass,site_id,transmission_110kv_plus_m,transmission_110kv_plus_rank,subtransmission_33_66kv_m,subtransmission_33_66kv_rank,distribution_22kv_m,distribution_22kv_rank,road_m,road_rank,transmission_110kv_plus_road_rank_shift,subtransmission_33_66kv_road_rank_shift,distribution_22kv_road_rank_shift,subtransmission_33_66kv_transmission_110kv_plus_rank_shift,S06_verify_grid
,meadow,1094264368,46.2,True,OSM-1094264368,5204.6,1240,1907.2,1261,6.4,1066,13.2,1669,429,408,603,21,False
,meadow,1094264369,90.6,True,OSM-1094264369,4570.3,1130,1296.5,1016,2.5,823,6.6,339,791,677,484,114,False
,meadow,1094264370,36.8,True,OSM-1094264370,5137.9,1225,1896.1,1252,0.0,1,6.7,355,870,897,354,27,False
,meadow,1094264371,40.4,True,OSM-1094264371,4927.0,1190,1672.7,1174,2.5,823,7.1,411,779,763,412,16,False
,meadow,1094264372,232.4,True,OSM-1094264372,7387.8,1515,4108.3,1845,0.0,1,6.9,379,1136,1466,378,330,False
,meadow,1094264373,203.3,True,OSM-1094264373,6032.2,1385,2758.8,1517,0.0,1,7.1,411,974,1106,410,132,False
,meadow,1094264956,143.3,True,OSM-1094264956,4778.3,1165,1568.0,1123,0.0,1,7.9,553,612,570,552,42,False
,meadow,1094264958,34.7,True,OSM-1094264958,4800.8,1170,1619.0,1153,197.3,1845,205.3,1979,809,826,134,17,False
,meadow,1094264959,148.2,True,OSM-1094264959,3861.4,1022,703.6,750,2.1,754,10.1,1149,127,399,395,272,False
,meadow,1094264960,233.8,True,OSM-1094264960,3167.3,887,0.0,1,0.0,1,7.4,459,428,458,458,886,False
,meadow,1094264961,77.8,True,OSM-1094264961,3158.0,884,0.0,1,0.0,1,7.3,443,441,442,442,883,False
,meadow,1094284021,385.5,True,OSM-1094284021,7489.1,1533,4179.3,1859,0.0,1,7.5,475,1058,1384,474,326,False
,meadow,1094284406,266.8,True,OSM-1094284406,5810.9,1342,2490.6,1442,4.6,992,9.1,863,479,579,129,100,False
,meadow,1094292036,22.7,True,OSM-1094292036,6184.6,1407,720.6,761,397.6,2014,11.0,1387,20,626,627,646,False
,meadow,1094292041,52.5,True,OSM-1094292041,4476.5,1111,1643.9,1164,0.0,1,9.1,863,248,301,862,53,False
,meadow,1094292045,29.5,True,OSM-1094292045,5234.6,1247,1579.5,1132,1.9,727,10.0,1124,123,8,397,115,False
,meadow,1094292049,24.3,True,OSM-1094292049,6157.0,1402,874.5,840,173.1,1822,181.1,1963,561,1123,141,562,False
,meadow,1094292051,104.6,True,OSM-1094292051,5304.4,1254,14.7,309,5.0,1022,7.1,411,843,102,611,945,False
,meadow,1094292052,200.8,True,OSM-1094292052,5485.1,1288,15.1,313,1.8,709,6.6,339,949,26,370,975,False
,meadow,1094292055,26.6,True,OSM-1094292055,5147.8,1226,776.9,789,477.1,2071,769.3,2280,1054,1491,209,437,False
,meadow,1094292056,22.8,True,OSM-1094292056,5760.7,1331,920.6,865,1.5,663,565.8,2184,853,1319,1521,466,False
,meadow,1094292057,27.9,True,OSM-1094292057,5065.4,1210,1123.4,936,94.2,1712,1044.4,2321,1111,1385,609,274,False
,meadow,1094292058,34.1,True,OSM-1094292058,4787.9,1166,1410.2,1062,0.0,1,539.1,2170,1004,1108,2169,104,False
,meadow,1094292065,113.6,True,OSM-1094292065,3424.2,943,181.0,516,21.7,1520,13.6,1702,759,1186,182,427,False
,meadow,1094292071,43.8,True,OSM-1094292071,2555.8,747,714.8,760,0.0,1,8.8,769,22,9,768,13,False
,meadow,1094329495,32.4,True,OSM-1094329495,7716.3,1553,3824.3,1789,19.6,1440,10.5,1273,280,516,167,236,False
,meadow,1094329726,29.8,True,OSM-1094329726,7895.6,1568,3746.1,1777,19.9,1460,10.9,1370,198,407,90,209,False
,meadow,1094333651,34.9,True,OSM-1094333651,9454.1,1718,4625.5,1929,0.0,1,10.2,1180,538,749,1179,211,False
,meadow,1094333659,134.9,True,OSM-1094333659,10283.6,1790,5230.6,2012,0.0,1,9.6,1011,779,1001,1010,222,True
,meadow,1094333660,104.7,True,OSM-1094333660,9863.5,1752,4586.6,1924,18.2,1366,8.9,802,950,1122,564,172,False
,meadow,1094333661,87.5,True,OSM-1094333661,10681.6,1831,4181.9,1861,3.3,896,8.4,680,1151,1181,216,30,False
,meadow,1094333662,85.0,True,OSM-1094333662,11371.4,1898,4625.5,1929,0.6,566,9.1,863,1035,1066,297,31,False
,meadow,1094333663,182.5,True,OSM-1094333663,11232.8,1887,4189.3,1862,2.3,789,10.2,1180,707,682,391,25,False
,meadow,1094333664,253.7,True,OSM-1094333664,10532.7,1815,3246.5,1653,0.0,1,12.5,1613,202,40,1612,162,False
,meadow,1094333665,107.5,True,OSM-1094333665,11871.7,1932,3247.7,1654,0.0,1,8.1,608,1324,1046,607,278,False
,meadow,1094333666,180.9,True,OSM-1094333666,12242.3,1967,4649.9,1937,1.7,698,5.7,238,1729,1699,460,30,False
,meadow,1094333668,25.6,True,OSM-1094333668,13249.5,2023,4342.8,1884,0.0,1,9.7,1039,984,845,1038,139,False
,meadow,1094333669,171.3,True,OSM-1094333669,12824.9,2004,3690.2,1764,0.0,1,7.8,538,1466,1226,537,240,False
,meadow,1094333670,277.8,True,OSM-1094333670,12243.3,1968,3418.3,1701,1.1,615,6.3,305,1663,1396,310,267,False
,meadow,1094333671,32.6,True,OSM-1094333671,12652.6,1990,3537.8,1729,42.4,1621,49.8,1883,107,154,262,261,False
,meadow,1094333674,121.2,True,OSM-1094333674,11509.2,1909,2588.9,1478,15.2,1216,4.2,139,1770,1339,1077,431,False
,meadow,1094440465,45.5,True,OSM-1094440465,9913.9,1757,6733.8,2175,916.5,2265,14.5,1747,10,428,518,418,True
,meadow,1094442046,178.7,True,OSM-1094442046,7834.2,1562,4657.5,1942,0.0,1,9.3,926,636,1016,925,380,False
,meadow,1094442047,85.2,True,OSM-1094442047,7479.1,1531,4305.4,1881,0.7,573,7.7,517,1014,1364,56,350,False
,meadow,1094442048,257.8,True,OSM-1094442048,5622.5,1315,2453.4,1430,0.0,1,7.3,443,872,987,442,115,False
,meadow,1094442049,77.6,True,OSM-1094442049,5585.0,1308,2113.2,1329,13.6,1184,6.4,315,993,1014,869,21,False
,meadow,1094442051,36.3,True,OSM-1094442051,6191.6,1408,2953.6,1572,12.1,1168,9.4,962,446,610,206,164,False
,meadow,1094442052,143.3,True,OSM-1094442052,7135.2,1495,3943.0,1816,0.0,1,4.9,184,1311,1632,183,321,False
,meadow,1094443262,176.5,True,OSM-1094443262,6074.3,1391,2846.9,1541,0.1,499,7.3,443,948,1098,56,150,False
,meadow,1094443263,144.2,True,OSM-1094443263,6481.0,1439,3274.9,1660,155.2,1807,164.5,1949,510,289,142,221,False
,meadow,1094444574,101.8,True,OSM-1094444574,6471.0,1438,1818.8,1217,0.8,581,10.0,1124,314,93,543,221,False
,meadow,1094444576,44.4,True,OSM-1094444576,7515.9,1535,2158.7,1338,0.0,1,8.8,769,766,569,768,197,False
,meadow,1094444577,71.4,True,OSM-1094444577,6855.3,1470,1722.2,1192,0.5,545,9.7,1039,431,153,494,278,False
,meadow,1094444578,47.1,True,OSM-1094444578,6381.0,1429,1193.7,975,1.8,709,10.1,1149,280,174,440,454,False
,meadow,1094444579,124.1,True,OSM-1094444579,6124.2,1397,623.4,706,63.5,1663,613.4,2212,815,1506,549,691,False
,meadow,1094444581,20.6,True,OSM-1094444581,7541.5,1539,1720.5,1190,303.1,1938,518.1,2154,615,964,216,349,False
,meadow,1094444582,21.9,True,OSM-1094444582,7852.3,1565,1632.6,1159,586.7,2143,577.6,2195,630,1036,52,406,False
,farmland,1094444584,32.3,True,OSM-1094444584,7209.3,1499,1138.7,946,741.7,2216,894.1,2304,805,1358,88,553,False
,meadow,1094444585,32.2,True,OSM-1094444585,7556.1,1541,1136.0,944,907.3,2262,854.9,2295,754,1351,33,597,False
,meadow,1094444588,37.3,True,OSM-1094444588,6268.6,1415,20.9,435,547.3,2120,11.2,1428,13,993,692,980,False
,meadow,1094444593,31.2,True,OSM-1094444593,5331.7,1259,156.6,509,7.0,1082,146.7,1940,681,1431,858,750,False
,meadow,1094444594,33.2,True,OSM-1094444594,5474.1,1284,291.3,546,503.3,2089,281.0,2029,745,1483,60,738,False
,meadow,1094444597,25.7,True,OSM-1094444597,6026.2,1384,765.4,785,530.1,2109,539.0,2169,785,1384,60,599,False
,meadow,1094444598,24.6,True,OSM-1094444598,5920.4,1364,978.3,883,3.6,924,12.5,1613,249,730,689,481,False
,meadow,1094445575,31.8,True,OSM-1094445575,6787.2,1464,634.5,716,725.2,2209,624.1,2216,752,1500,7,748,False
,meadow,1094445576,31.8,True,OSM-1094445576,7128.9,1492,632.0,714,788.2,2231,622.2,2214,722,1500,17,778,False
,meadow,1094445577,56.4,True,OSM-1094445577,7084.7,1489,16.8,343,0.0,1,7.5,475,1014,132,474,1146,False
,meadow,1094445578,57.8,True,OSM-1094445578,7249.5,1504,18.5,388,67.0,1671,9.1,863,641,475,808,1116,False
,meadow,1094445579,65.4,True,OSM-1094445579,7898.8,1569,1133.1,942,199.7,1849,211.8,1982,413,1040,133,627,False
,meadow,1094445580,56.3,True,OSM-1094445580,8220.7,1601,1631.9,1157,159.0,1814,9.5,985,616,172,829,444,False
,meadow,1094445581,21.3,True,OSM-1094445581,8122.3,1589,1946.3,1277,272.0,1912,263.2,2014,425,737,102,312,False
,meadow,1094445582,69.2,True,OSM-1094445582,8484.7,1630,1131.9,941,0.0,1,9.5,985,645,44,984,689,False
,meadow,1094445586,99.2,True,OSM-1094445586,7646.7,1548,18.4,385,18.2,1366,6.9,379,1169,6,987,1163,False
,meadow,1094445587,54.7,True,OSM-1094445587,7931.4,1571,15.2,314,320.6,1954,8.8,769,802,455,1185,1257,False
,meadow,1094445588,35.0,True,OSM-1094445588,9290.0,1701,1933.8,1272,0.0,1,9.6,1011,690,261,1010,429,False
,meadow,1094445589,29.8,True,OSM-1094445589,9834.0,1749,2255.9,1367,3.7,933,9.0,835,914,532,98,382,False
,meadow,1094445590,33.7,True,OSM-1094445590,6517.3,1442,7.7,278,115.1,1754,15.9,1789,347,1511,35,1164,False
,meadow,1094445591,50.8,True,OSM-1094445591,5204.3,1239,811.3,802,144.7,1796,13.4,1687,448,885,109,437,False
,meadow,1094465326,78.2,True,OSM-1094465326,1562.2,520,3342.8,1678,15.3,1219,6.8,367,153,1311,852,1158,False
,meadow,1094465327,73.5,True,OSM-1094465327,2416.0,701,3029.4,1591,0.0,1,8.2,634,67,957,633,890,False
,meadow,1094465328,39.5,True,OSM-1094465328,3227.2,901,3055.7,1597,2.8,852,7.0,395,506,1202,457,696,False
,meadow,1094465332,59.3,True,OSM-1094465332,2293.0,677,1970.5,1281,444.0,2052,7.9,553,124,728,1499,604,False
,meadow,1094465333,37.7,True,OSM-1094465333,2709.8,777,2263.8,1373,524.2,2101,7.9,553,224,820,1548,596,False
,meadow,1094465334,32.1,True,OSM-1094465334,3213.4,899,2196.3,1349,23.2,1558,4.5,155,744,1194,1403,450,False
,meadow,1094465343,24.3,True,OSM-1094465343,3223.9,900,1647.9,1165,10.0,1132,19.1,1819,919,654,687,265,False
,meadow,1094465345,20.7,True,OSM-1094465345,3439.8,947,1244.2,1001,445.5,2053,19.1,1819,872,818,234,54,False
,meadow,1094465349,26.4,True,OSM-1094465349,2878.6,822,985.0,887,907.5,2263,642.1,2229,1407,1342,34,65,False
,meadow,1094465350,151.3,True,OSM-1094465350,1740.2,560,1014.3,898,2.1,754,10.8,1345,785,447,591,338,False
,meadow,1094465351,31.6,True,OSM-1094465351,1635.1,540,2303.2,1380,15.0,1212,8.2,634,94,746,578,840,False
,meadow,1094465352,35.7,True,OSM-1094465352,1581.7,524,2630.8,1492,17.1,1290,10.3,1215,691,277,75,968,False
,meadow,1094465353,34.3,True,OSM-1094465353,1556.0,519,3000.2,1584,15.7,1232,6.6,339,180,1245,893,1065,False
,meadow,1094465356,91.9,True,OSM-1094465356,472.5,267,3904.8,1806,2.4,809,7.8,538,271,1268,271,1539,False
,meadow,1094465358,25.6,True,OSM-1094465358,472.6,268,3983.1,1826,17.1,1290,541.9,2172,1904,346,882,1558,False
,meadow,1094465359,55.5,True,OSM-1094465359,10.7,159,4374.1,1892,139.2,1789,194.0,1970,1811,78,181,1733,False
,meadow,1094465360,43.2,True,OSM-1094465360,723.3,325,3219.8,1647,0.0,1,18.6,1812,1487,165,1811,1322,False
,meadow,1094465364,396.6,True,OSM-1094465364,12.0,162,1856.4,1228,0.0,1,11.1,1407,1245,179,1406,1066,False
,meadow,1094465365,91.6,True,OSM-1094465365,0.0,1,4612.5,1927,2.1,754,9.1,863,862,1064,109,1926,False
,meadow,1094465367,25.1,True,OSM-1094465367,1780.2,573,4171.8,1855,4.0,956,11.2,1428,855,427,472,1282,False
,meadow,1094471377,26.5,True,OSM-1094471377,142.8,189,1.1,115,2.2,771,8.9,802,613,687,31,74,False
,meadow,1094490906,58.4,True,OSM-1094490906,1568.1,522,6.0,263,0.0,1,7.8,538,16,275,537,259,False
,meadow,1094490914,26.1,True,OSM-1094490914,2073.7,634,557.0,657,451.8,2058,11.4,1469,835,812,589,23,False
,meadow,1094490915,27.7,True,OSM-1094490915,1689.6,548,771.7,788,186.2,1834,194.6,1971,1423,1183,137,240,False
,meadow,1094490916,57.5,True,OSM-1094490916,946.4,374,1303.5,1021,646.9,2175,387.0,2088,1714,1067,87,647,False
,meadow,1094490917,47.0,True,OSM-1094490917,1329.7,467,956.3,876,518.7,2099,11.5,1488,1021,612,611,409,False
,meadow,1094490918,81.6,True,OSM-1094490918,704.9,320,800.3,798,5.0,1022,13.2,1669,1349,871,647,478,False
,meadow,1094490919,26.9,True,OSM-1094490919,468.0,265,1889.5,1245,920.3,2268,890.0,2303,2038,1058,35,980,False
,meadow,1094490920,72.9,True,OSM-1094490920,251.6,222,1703.3,1182,18.4,1380,13.7,1708,1486,526,328,960,False
,meadow,1094490921,26.7,True,OSM-1094490921,1291.2,456,1575.5,1130,9.2,1118,8.8,769,313,361,349,674,False
,meadow,1094490922,46.3,True,OSM-1094490922,661.3,312,1149.2,955,0.0,1,7.3,443,131,512,442,643,False
,meadow,1094490924,144.6,True,OSM-1094490924,1691.6,549,21.7,445,1.1,615,9.6,1011,462,566,396,104,False
,meadow,1094490926,23.5,True,OSM-1094490926,2434.2,706,327.7,561,71.9,1679,7.0,395,311,166,1284,145,False
,meadow,1094490927,42.5,True,OSM-1094490927,2743.9,786,19.2,411,20.7,1489,4.9,184,602,227,1305,375,False
,meadow,1094490930,52.2,True,OSM-1094490930,2296.6,678,321.6,556,377.6,1996,312.8,2048,1370,1492,52,122,False
,meadow,1094490931,26.4,True,OSM-1094490931,1714.8,552,1299.7,1018,60.7,1658,525.5,2161,1609,1143,503,466,False
,meadow,1094490932,108.9,True,OSM-1094490932,339.5,243,472.5,622,5.8,1045,10.3,1215,972,593,170,379,False
,meadow,1094490933,29.0,True,OSM-1094490933,1128.1,416,1405.4,1060,46.7,1635,498.2,2148,1732,1088,513,644,False
,meadow,1094490936,23.1,True,OSM-1094490936,2908.5,833,230.0,527,233.9,1879,221.7,1988,1155,1461,109,306,False
,meadow,1094490937,89.1,True,OSM-1094490937,2239.7,660,17.9,367,18.1,1356,9.2,886,226,519,470,293,False
,meadow,1094490938,135.1,True,OSM-1094490938,3390.4,933,0.0,1,26.3,1582,6.1,279,654,278,1303,932,False
,meadow,1094490939,212.1,True,OSM-1094490939,3642.0,985,17.1,349,2.8,852,26.0,1856,871,1507,1004,636,False
,meadow,1094492279,46.3,True,OSM-1094492279,735.3,329,706.8,752,10.7,1146,9.2,886,557,134,260,423,False
,meadow,1094492280,25.2,True,OSM-1094492280,477.2,271,1278.8,1011,17.5,1320,9.8,1071,800,60,249,740,False
,meadow,1094494322,29.7,True,OSM-1094494322,0.0,1,16.4,331,1.3,635,4.2,139,138,192,496,330,False
,meadow,1094494323,260.1,True,OSM-1094494323,456.0,263,15.5,315,0.2,509,9.3,926,663,611,417,52,False
,meadow,1094494326,47.9,True,OSM-1094494326,0.0,1,3.1,190,3.9,952,6.3,305,304,115,647,189,False
,meadow,1094494327,61.9,True,OSM-1094494327,0.0,1,3.7,210,0.3,525,8.7,747,746,537,222,209,False
,meadow,1094494328,101.7,True,OSM-1094494328,0.0,1,3.7,210,6.9,1079,7.7,517,516,307,562,209,False
,meadow,1094494329,58.0,True,OSM-1094494329,0.0,1,769.9,787,266.3,1908,727.9,2269,2268,1482,361,786,False
,meadow,1094494330,53.5,True,OSM-1094494330,0.0,1,910.7,861,754.4,2221,864.4,2296,2295,1435,75,860,False
,meadow,1094494331,41.5,True,OSM-1094494331,246.7,219,1416.9,1063,653.8,2178,646.2,2234,2015,1171,56,844,False
,meadow,1094494332,44.2,True,OSM-1094494332,673.9,313,2064.5,1315,22.1,1539,13.9,1721,1408,406,182,1002,False
,meadow,1094494333,55.8,True,OSM-1094494333,1026.3,390,2169.2,1340,21.8,1526,11.2,1428,1038,88,98,950,False
,meadow,1094494334,103.9,True,OSM-1094494334,334.8,242,928.9,868,19.8,1456,12.3,1592,1350,724,136,626,False
,meadow,1094494335,75.1,True,OSM-1094494335,300.8,236,2137.2,1334,21.1,1499,13.0,1657,1421,323,158,1098,False
,meadow,1094494336,74.3,True,OSM-1094494336,0.0,1,2036.9,1302,0.0,1,9.1,863,862,439,862,1301,False
,meadow,1094494337,237.4,True,OSM-1094494337,0.0,1,3.2,196,3.0,875,10.6,1303,1302,1107,428,195,False
,meadow,1094494338,135.6,True,OSM-1094494338,0.0,1,5.9,261,872.3,2254,10.8,1345,1344,1084,909,260,False
,meadow,1094511466,82.7,True,OSM-1094511466,2823.9,809,297.2,548,186.4,1835,14.1,1728,919,1180,107,261,False
,meadow,1094511467,22.6,True,OSM-1094511467,3642.1,986,18.1,372,143.5,1794,9.6,1011,25,639,783,614,False
,meadow,1094511468,59.7,True,OSM-1094511468,1940.0,607,1075.0,921,1029.9,2289,526.2,2162,1555,1241,127,314,False
,meadow,1094511882,71.4,True,OSM-1094511882,1465.3,499,562.1,663,811.8,2244,557.6,2181,1682,1518,63,164,False
,meadow,1094511883,108.2,True,OSM-1094511883,1040.1,398,15.7,316,524.5,2102,11.2,1428,1030,1112,674,82,False
,meadow,1094511884,28.2,True,OSM-1094511884,2107.5,638,567.5,670,885.1,2258,561.2,2182,1544,1512,76,32,False
,meadow,1094512224,20.2,True,OSM-1094512224,2319.2,682,0.8,104,18.5,1385,11.2,1428,746,1324,43,578,False
,meadow,1094512225,53.9,True,OSM-1094512225,1912.5,598,1.5,129,2.1,754,7.9,553,45,424,201,469,False
,meadow,1094512226,87.6,True,OSM-1094512226,1282.0,453,4.7,240,29.9,1592,11.6,1505,1052,1265,87,213,False
,meadow,1094512227,163.2,True,OSM-1094512227,305.8,237,398.4,590,18.0,1350,9.8,1071,834,481,279,353,False
,meadow,1094512619,47.4,True,OSM-1094512619,1488.2,505,18.8,398,2.7,839,11.5,1488,983,1090,649,107,False
,meadow,1094512620,232.0,True,OSM-1094512620,339.8,244,33.8,472,1.1,615,8.1,608,364,136,7,228,False
,meadow,1094513243,154.2,True,OSM-1094513243,1842.7,581,406.1,594,0.8,581,8.1,608,27,14,27,13,False
,meadow,1094514395,59.0,True,OSM-1094514395,2526.3,743,0.7,98,0.0,1,7.9,553,190,455,552,645,False
,meadow,1094514399,22.9,True,OSM-1094514399,2450.8,721,18.6,392,17.8,1339,9.2,886,165,494,453,329,False
,meadow,1094514400,52.7,True,OSM-1094514400,2454.5,722,332.2,562,22.6,1549,14.9,1755,1033,1193,206,160,False
,meadow,1094514401,123.7,True,OSM-1094514401,2445.7,720,751.2,779,0.0,1,9.5,985,265,206,984,59,False
,meadow,1094514402,60.8,True,OSM-1094514402,3439.7,946,1097.8,930,178.0,1827,179.0,1961,1015,1031,134,16,False
,meadow,1094514403,101.8,True,OSM-1094514403,2949.3,840,199.4,521,28.4,1589,8.6,716,124,195,873,319,False
,meadow,1094514404,37.7,True,OSM-1094514404,4688.4,1149,1012.4,896,0.0,1,8.6,716,433,180,715,253,False
,meadow,1094514405,34.5,True,OSM-1094514405,4030.7,1049,1724.9,1194,120.7,1763,267.3,2018,969,824,255,145,False
,meadow,1094514406,136.1,True,OSM-1094514406,3918.1,1030,1755.6,1199,0.0,1,10.2,1180,150,19,1179,169,False
,meadow,1094514407,63.4,True,OSM-1094514407,2440.4,713,2548.5,1458,1.0,607,8.5,693,20,765,86,745,False
,meadow,1094514408,84.5,True,OSM-1094514408,2440.4,713,2176.7,1343,3.9,952,8.5,693,20,650,259,630,False
,meadow,1094514409,86.0,True,OSM-1094514409,2443.5,717,1599.0,1142,0.0,1,8.7,747,30,395,746,425,False
,meadow,1094514410,81.0,True,OSM-1094514410,2444.5,718,1197.9,978,0.0,1,9.7,1039,321,61,1038,260,False
,meadow,1094515098,26.3,True,OSM-1094515098,1086.7,406,2.3,158,0.0,1,10.7,1319,913,1161,1318,248,False
,meadow,1094515099,104.8,True,OSM-1094515099,1567.4,521,625.3,708,0.0,1,633.7,2223,1702,1515,2222,187,False
,meadow,1094515100,326.3,True,OSM-1094515100,112.5,184,2.1,148,0.0,1,10.5,1273,1089,1125,1272,36,False
,meadow,1094550089,475.9,True,OSM-1094550089,4843.9,1175,0.0,1,1.4,646,10.1,1149,26,1148,503,1174,False
,meadow,1094550093,23.3,True,OSM-1094550093,7583.5,1544,1.9,141,0.4,532,7.8,538,1006,397,6,1403,False
,meadow,1094550094,242.3,True,OSM-1094550094,7462.4,1527,1.2,118,0.0,1,6.2,288,1239,170,287,1409,False
,meadow,1094550095,451.9,True,OSM-1094550095,5082.5,1216,29.1,462,5.7,1039,3.5,103,1113,359,936,754,False
,meadow,1094550096,118.2,True,OSM-1094550096,5865.7,1352,1295.3,1015,0.0,1,7.6,494,858,521,493,337,False
,meadow,1094550097,96.8,True,OSM-1094550097,5047.6,1207,2453.7,1431,15.6,1231,11.7,1519,312,88,288,224,False
,meadow,1094550098,58.1,True,OSM-1094550098,5032.7,1205,3039.3,1593,2.9,864,11.2,1428,223,165,564,388,False
,meadow,1094550099,63.4,True,OSM-1094550099,5863.8,1350,2030.1,1301,0.0,1,8.6,716,634,585,715,49,False
,meadow,1094550102,111.9,True,OSM-1094550102,6159.7,1404,1899.0,1255,21.0,1497,10.3,1215,189,40,282,149,False
,meadow,1094550103,31.6,True,OSM-1094550103,5837.9,1345,3207.0,1645,24.1,1569,12.7,1635,290,10,66,300,False
,meadow,1094550104,22.6,True,OSM-1094550104,5436.0,1279,3512.9,1726,18.7,1398,10.9,1370,91,356,28,447,False
,meadow,1094550105,20.3,True,OSM-1094550105,4991.9,1197,3961.5,1823,21.7,1520,5.0,189,1008,1634,1331,626,False
,meadow,1094550107,56.8,True,OSM-1094550107,4982.3,1195,4219.4,1865,369.9,1988,7.1,411,784,1454,1577,670,False
,meadow,1094552451,88.0,True,OSM-1094552451,5431.9,1278,3100.2,1610,630.6,2165,453.3,2123,845,513,42,332,False
,meadow,1094552452,146.2,True,OSM-1094552452,4982.3,1195,4460.8,1903,9.4,1122,0.0,1,1194,1902,1121,708,False
,meadow,1094552454,94.4,True,OSM-1094552454,3349.1,920,6281.7,2141,112.8,1750,9.2,886,34,1255,864,1221,True
,meadow,1094552459,25.9,True,OSM-1094552459,5978.8,1373,5320.3,2028,11.7,1164,21.7,1839,466,189,675,655,True
,meadow,1094552463,61.5,True,OSM-1094552463,7422.3,1520,4710.4,1949,28.2,1588,13.6,1702,182,247,114,429,False
,meadow,1094552464,32.5,True,OSM-1094552464,8386.6,1614,4610.7,1926,6.4,1066,15.1,1765,151,161,699,312,False
,meadow,1094552465,26.8,True,OSM-1094552465,8902.7,1664,4573.3,1919,9.7,1127,18.6,1812,148,107,685,255,False
,meadow,1094552466,42.3,True,OSM-1094552466,9349.4,1708,4573.3,1919,9.7,1127,8.7,747,961,1172,380,211,False
,meadow,1094556441,51.8,True,OSM-1094556441,1194.5,435,6503.9,2156,43.7,1624,8.0,584,149,1572,1040,1721,True
,meadow,1094556442,52.7,True,OSM-1094556442,705.0,321,5898.8,2100,0.0,1,8.8,769,448,1331,768,1779,True
,meadow,1094556444,24.3,True,OSM-1094556444,1892.6,592,6683.1,2170,15.0,1212,10.5,1273,681,897,61,1578,True
,meadow,1094556445,26.3,True,OSM-1094556445,2365.1,692,7357.5,2218,0.0,1,140.8,1937,1245,281,1936,1526,True
,meadow,1094556448,21.3,True,OSM-1094556448,2776.6,795,7740.1,2234,52.9,1644,455.6,2124,1329,110,480,1439,True
,meadow,1094557932,48.0,True,OSM-1094557932,9471.3,1722,3243.1,1651,367.0,1985,358.9,2070,348,419,85,71,False
,meadow,1094557933,65.4,True,OSM-1094557933,8433.2,1623,2725.7,1512,1.3,635,9.3,926,697,586,291,111,False
,meadow,1094557934,136.9,True,OSM-1094557934,8458.8,1628,3106.8,1611,0.0,1,6.6,339,1289,1272,338,17,False
,meadow,1094557935,71.5,True,OSM-1094557935,9985.1,1763,3552.1,1732,1.1,615,9.7,1039,724,693,424,31,False
,meadow,1094557936,23.2,True,OSM-1094557936,9941.8,1758,2786.7,1529,21.6,1519,12.6,1628,130,99,109,229,False
,meadow,1094557937,48.6,True,OSM-1094557937,10237.7,1786,2769.2,1523,16.7,1269,7.6,494,1292,1029,775,263,False
,meadow,1094557938,70.9,True,OSM-1094557938,10656.8,1827,3629.3,1750,0.0,1,10.5,1273,554,477,1272,77,False
,meadow,1094557941,38.2,True,OSM-1094557941,11011.6,1867,3639.1,1754,0.0,1,8.3,663,1204,1091,662,113,False
,meadow,1094557942,117.0,True,OSM-1094557942,11726.9,1927,4489.1,1906,0.0,1,8.3,663,1264,1243,662,21,False
