site_id,dem_tile,dem_tiles_used,slope_samples,mean_slope_deg,p90_slope_deg
OSM-1098502984,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,884,0.766,1.211
OSM-1098502987,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,526,0.994,2.753
OSM-1098502988,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,513,0.86,1.587
OSM-1098502990,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,444,0.621,0.912
OSM-1098502994,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,869,0.655,1.155
OSM-1098639901,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,483,1.086,2.663
OSM-1098639902,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,756,0.712,1.11
OSM-1098639903,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,739,0.77,1.361
OSM-1098639904,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,788,0.786,1.385
OSM-1098639905,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1142,0.646,1.035
OSM-1098639907,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,389,1.161,3.302
OSM-1098639911,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,686,0.753,1.083
OSM-1098639912,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,431,0.59,1.003
OSM-1098639918,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1159,0.753,1.144
OSM-1098639919,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3551,0.839,1.278
OSM-1098639920,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2851,0.993,1.87
OSM-1098639924,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1055,1.021,1.975
OSM-1098640361,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,454,1.289,2.724
OSM-1098640371,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,340,0.865,1.25
OSM-1098640373,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,385,0.825,1.177
OSM-1098640374,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,605,1.003,1.75
OSM-1098640376,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,377,0.807,1.247
OSM-1098640377,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,580,1.054,2.038
OSM-1098640378,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,406,0.789,1.097
OSM-1098640847,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,616,0.946,1.97
OSM-1098804633,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3106,0.67,1.07
OSM-1098804634,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1065,0.796,1.284
OSM-1098804635,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,621,0.857,1.516
OSM-1098804636,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,719,0.717,1.198
OSM-1098804637,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,865,0.867,1.387
OSM-1098804638,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,838,0.616,0.853
OSM-1098804640,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,682,0.706,1.197
OSM-1098804641,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,548,0.595,0.94
OSM-1098804642,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,681,0.845,1.308
OSM-1098804643,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,983,0.702,1.17
OSM-1098804644,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,537,0.763,1.14
OSM-1098804646,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,444,0.816,1.594
OSM-1098804649,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,446,0.945,1.54
OSM-1098807468,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,975,0.997,1.479
OSM-1098807469,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,846,1.376,3.062
OSM-1098807470,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,748,1.511,3.058
OSM-1098809630,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,413,0.879,1.847
OSM-1098809635,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,540,1.017,2.087
OSM-1098809637,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,479,1.256,3.054
OSM-1098809638,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,525,1.144,2.998
OSM-1098809641,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,386,0.675,1.165
OSM-1098842527,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,584,1.149,2.964
OSM-1098842536,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,651,1.173,3.619
OSM-1098842537,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,560,0.967,2.543
OSM-1098842549,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,620,1.039,2.065
OSM-1098842550,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,658,1.357,3.432
OSM-1098842553,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,542,0.958,1.537
OSM-1098842555,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,751,1.223,3.04
OSM-1098842561,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,358,0.851,1.74
OSM-1098897292,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,477,1.167,2.938
OSM-1098933740,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,497,1.769,5.242
OSM-1098933758,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,427,1.369,3.545
OSM-1098933760,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1307,1.555,4.074
OSM-1098933763,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,374,1.954,5.013
OSM-1098936394,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,786,0.789,1.557
OSM-1098936396,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,726,0.749,1.239
OSM-1098936398,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,416,0.943,2.296
OSM-1098936401,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,360,0.873,1.713
OSM-1098936403,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,383,0.749,1.369
OSM-1098943667,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,853,0.74,1.105
OSM-1098943671,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,351,0.828,1.222
OSM-1098943675,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,818,0.796,1.416
OSM-1099314209,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,447,1.008,2.404
OSM-1099314210,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,780,0.645,0.963
OSM-1099314212,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,474,0.692,1.171
OSM-1099314213,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1170,0.663,1.035
OSM-1099314216,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,573,0.649,0.937
OSM-1099314217,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1166,0.656,0.979
OSM-1099314218,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,625,0.649,0.988
OSM-1099314220,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,409,0.762,1.44
OSM-1099314221,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3174,0.633,0.988
OSM-1099314222,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,699,0.815,1.175
OSM-1099314223,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,832,0.726,1.271
OSM-1099314224,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,858,0.919,1.96
OSM-1099314225,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,376,0.685,1.03
OSM-1099314235,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,736,0.672,1.048
OSM-1099314238,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,453,0.731,1.356
OSM-1099314239,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,351,0.67,1.045
OSM-1099314241,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1813,0.82,1.089
OSM-1099314936,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,526,0.655,0.903
OSM-1099340109,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,444,0.709,1.366
OSM-1099340114,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,748,0.666,1.061
OSM-1099340129,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,545,0.795,1.468
OSM-1099340130,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,865,1.132,2.79
OSM-1099340135,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,497,1.587,4.909
OSM-1099340136,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,748,1.27,2.819
OSM-1099340137,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,350,0.751,1.268
OSM-1099340142,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,519,1.01,2.283
OSM-1099419873,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,606,1.19,2.707
OSM-1099419875,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,412,1.274,3.049
OSM-1099438921,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1465,1.201,2.417
OSM-1099438927,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,852,0.825,1.86
OSM-1099438928,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,688,0.841,1.551
OSM-1099441503,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,548,1.187,2.43
OSM-1099642754,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1237,0.797,1.414
OSM-1099642760,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,481,0.919,1.903
OSM-1099643169,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,387,0.995,2.106
OSM-1099643170,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,853,0.568,0.925
OSM-1099643174,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,433,0.595,0.957
OSM-1099643175,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,748,0.765,1.393
OSM-1099844187,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,333,0.623,1.037
OSM-1099844189,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,387,0.925,1.804
OSM-1099844190,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,401,0.821,1.339
OSM-1099844193,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1147,0.649,1.094
OSM-1099844195,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1688,0.843,1.552
OSM-1099844196,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,880,0.66,1.108
OSM-1099844197,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,810,0.635,1.034
OSM-1099844199,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,602,0.564,0.946
OSM-1099844200,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,906,0.779,1.407
OSM-1099844201,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1098,0.66,0.999
OSM-1099844202,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1164,0.727,1.192
OSM-1099844203,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,895,0.77,1.384
OSM-1099844204,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1779,0.609,0.933
OSM-1099844205,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1123,0.713,1.329
OSM-1099844206,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1680,0.668,1.137
OSM-1099844207,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,417,0.684,1.167
OSM-1099844209,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1591,0.605,1.015
OSM-1099844210,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,580,0.575,0.895
OSM-1099844211,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,799,0.536,0.884
OSM-1099844212,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,588,0.759,1.21
OSM-1099844215,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1234,0.619,1.003
OSM-1099844216,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,558,0.865,1.924
OSM-1099844217,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,552,0.779,1.914
OSM-1099844218,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,765,0.77,1.753
OSM-1099844219,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,563,0.541,0.866
OSM-1099844220,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1110,0.81,1.558
OSM-1099844222,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,508,0.568,1.013
OSM-1099844224,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,969,0.672,1.189
OSM-1099844225,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1036,0.704,1.2
OSM-1099844227,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,371,0.606,0.945
OSM-1099844228,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,701,0.619,0.948
OSM-1099844229,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,426,0.69,1.177
OSM-1099844230,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,373,0.539,0.868
OSM-1099906128,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,341,0.591,1.091
OSM-1099906138,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,517,1.155,2.99
OSM-1099906143,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,739,0.737,1.415
OSM-1099906150,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,406,0.685,1.714
OSM-1099913347,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1384,0.546,0.874
OSM-1099913352,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1137,0.61,1.012
OSM-1099913353,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,891,0.572,0.901
OSM-1099913354,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,707,0.689,1.114
OSM-1099913363,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1135,0.529,0.785
OSM-1099913368,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,351,1.18,2.934
OSM-1099915728,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,332,0.595,1.128
OSM-1099915742,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,371,0.546,0.972
OSM-1100610763,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,627,0.773,0.87
OSM-1100610764,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,376,2.388,6.257
OSM-1100610792,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,371,0.895,2.095
OSM-1100610794,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,548,2.104,7.163
OSM-1100610795,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,644,0.851,1.684
OSM-1100728331,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,412,0.536,0.947
OSM-1100817288,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,894,1.116,2.48
OSM-1100817290,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,633,0.785,1.37
OSM-1100817293,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,460,0.764,1.257
OSM-1100817296,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,350,2.365,9.162
OSM-1100817311,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,395,0.612,1.051
OSM-1100817322,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,676,0.516,0.787
OSM-1100817323,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,404,0.543,0.84
OSM-1100957878,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,445,0.48,0.855
OSM-1100957879,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,362,0.475,0.622
OSM-1100957905,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,335,0.614,1.061
OSM-1100957912,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,537,0.47,0.767
OSM-1100957914,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,365,1.496,3.132
OSM-1100957918,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,409,0.449,0.71
OSM-1100957919,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,427,0.355,0.588
OSM-1100957920,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,569,0.63,0.783
OSM-1100957921,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,753,0.713,1.433
OSM-1100957923,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,697,0.61,0.918
OSM-1100957924,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,477,0.82,1.313
OSM-1100957925,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,396,0.727,1.59
OSM-1100957926,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,603,0.478,0.734
OSM-1100959652,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,496,0.825,1.573
OSM-1101055999,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,393,0.37,0.635
OSM-1101056000,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,924,0.552,0.727
OSM-1101056001,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,475,0.639,0.87
OSM-1101056016,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,596,1.256,3.389
OSM-1101058053,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,717,0.704,1.404
OSM-1101061362,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,493,0.66,1.57
OSM-1101067643,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,440,0.612,1.095
OSM-1101067655,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,529,0.558,0.925
OSM-1101067657,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,509,0.857,1.744
OSM-1101197677,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,350,0.823,1.799
OSM-1101197692,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,487,0.584,0.754
OSM-1101270848,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,605,0.682,1.144
OSM-1101270861,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,354,0.93,1.895
OSM-1101271774,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,431,2.072,5.977
OSM-1101271779,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1521,0.926,1.57
OSM-1101271781,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,650,0.899,1.92
OSM-1101273504,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,528,1.03,1.557
OSM-1101273512,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,440,0.902,1.901
OSM-1101273516,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1269,0.535,0.911
OSM-1101273517,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1154,0.825,1.349
OSM-1101273522,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,385,0.681,1.229
OSM-1101303292,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2192,0.46,0.788
OSM-1101303294,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,507,0.425,0.717
OSM-1101303298,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,338,0.565,1.038
OSM-1101303300,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,388,0.527,0.971
OSM-1101303305,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2155,0.632,1.039
OSM-1101303307,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,668,0.569,1.064
OSM-1101303318,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,475,0.75,1.178
OSM-1101303320,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,397,0.97,1.855
OSM-1101303322,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,392,0.772,1.629
OSM-1101303329,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,612,1.596,3.248
OSM-1101303335,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,549,1.34,2.526
OSM-1101303340,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,646,0.499,0.792
OSM-1101303342,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,755,2.044,6.457
OSM-1101303347,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,616,0.584,0.989
OSM-1101303351,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,347,1.388,4.324
OSM-1101303354,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2525,0.695,1.223
OSM-1101303358,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,515,2.077,4.397
OSM-1101479576,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1016,1.173,2.604
OSM-1101479578,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,479,1.317,3.887
OSM-1101479579,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,981,0.778,1.213
OSM-1101483224,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,345,0.514,0.876
OSM-1101487262,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,352,0.736,1.352
OSM-1101487276,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,416,1.385,2.176
OSM-1101487278,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,549,0.706,1.023
OSM-1101487282,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,976,0.539,0.937
OSM-1101487287,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,368,0.995,2.281
OSM-1101487291,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,344,1.063,1.768
OSM-1101504017,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,712,1.205,2.878
OSM-1101504022,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1015,0.657,1.025
OSM-1101504032,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,701,0.58,1.075
OSM-1101504035,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,624,0.996,2.247
OSM-1101543475,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,950,0.686,1.067
OSM-1101543476,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1488,0.606,0.888
OSM-1101543477,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1722,0.571,0.838
OSM-1101543728,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1274,0.501,0.811
OSM-1101543743,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,549,0.424,0.746
OSM-1101554258,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,688,0.734,1.42
OSM-1101554259,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,679,0.641,1.067
OSM-1101554260,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2282,0.679,1.119
OSM-1101554261,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,797,0.669,1.138
OSM-1101554279,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1210,0.604,0.947
OSM-1101554290,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1900,0.822,1.453
OSM-1101554301,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,342,0.798,1.473
OSM-1101554306,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,982,0.807,1.521
OSM-1101582033,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,501,0.8,1.359
OSM-1101684043,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,429,0.867,1.656
OSM-1101684055,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,403,1.207,3.056
OSM-1101686745,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,424,1.268,3.027
OSM-1101686777,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1636,0.669,0.946
OSM-1101768898,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,674,0.621,0.963
OSM-1101768903,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,429,0.561,0.95
OSM-1101768905,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,807,0.744,1.307
OSM-1101768907,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1497,0.574,0.909
OSM-1101768914,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,527,0.626,1.217
OSM-1101768915,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,997,0.743,1.475
OSM-1101768922,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1171,0.506,0.852
OSM-1101768923,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,402,0.574,1.01
OSM-1101768924,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,348,0.571,0.945
OSM-1101768926,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,462,0.555,0.931
OSM-1101768927,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,387,0.657,1.222
OSM-1101768929,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,700,0.651,1.203
OSM-1101768931,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,929,0.914,2.22
OSM-1101768933,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,348,1.212,1.317
OSM-1101768941,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,802,0.591,1.057
OSM-1101797579,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2649,0.461,0.751
OSM-1101797580,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3181,0.548,0.915
OSM-1101797581,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,596,0.875,2.046
OSM-1101797584,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,558,0.705,1.556
OSM-1101797585,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1315,0.561,0.906
OSM-1101797586,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,655,0.556,0.983
OSM-1101797589,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,829,0.566,1.055
OSM-1101797593,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,630,0.636,1.006
OSM-1101797594,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,407,0.569,1.044
OSM-1101797597,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,565,0.669,1.371
OSM-1101800106,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,798,0.6,0.951
OSM-1101800108,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1326,0.805,1.4
OSM-1101800110,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,648,0.79,0.824
OSM-1101800112,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1396,0.506,0.814
OSM-1101800113,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1124,0.46,0.788
OSM-1101800114,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3084,0.754,1.009
